Key,File,Type,UsedInMainMenu,english
questAECAllInOneHunt_obj_pair01_T06,,,false,"Kill Dumdum and Running K [2★]"
questAECAllInOneHunt_obj_pair02_T06,,,false,"Kill Doomlord and the Witch [2★]"
questAECAllInOneHunt_obj_pair03_T06,,,false,"Kill Electric Demon and Explosive Eagle [2★]"
questAECAllInOneHunt_obj_pair04_T06,,,false,"Kill Hammer Guardian and Mechanician [2★]"
questAECAllInOneHunt_obj_pair05_T06,,,false,"Kill Druid and Executioner [2★]"
questAECAllInOneHunt_obj_pair06_T06,,,false,"Kill Party Beach and Mykir [2★]"
questAECAllInOneHunt_obj_pair07_T06,,,false,"Kill Hellskyli and Rockbreaker [2★]"
questAECAllInOneHunt_obj_pair08_T06,,,false,"Kill The Ghost and Singerie [2★]"
questAECAllInOneHunt_obj_pair09_T06,,,false,"Kill Siren Head and Mushroom [2★]"
questAECAllInOneHunt_obj_pair10_T06,,,false,"Kill Headless and Archer [2★]"
questAECAllInOneHunt_offer_T06,,,false,"You wanted every major threat in one place. Here it is. Plant the All-In-One Lure and be ready to stand there when the sky starts answering back. [2★]"
questAECAllInOneHunt_response_T06,,,false,"Then take the contract. If you finish it, there won't be a higher one left to offer. [2★]"
questAECAllInOneHunt_statement_T06,,,false,"Place the lure, survive the timed sequence, and kill every boss pair before the gauntlet reaches its final wave. [2★]"
questAECAllInOneHunt_subtitle_T06,,,false,"Deploy the All-In-One Lure and survive every boss pair [2★]"
eventAECAllInOnePair01_msg_T09,,,false,"Pair 1 incoming: Dumdum and Running K. [3★]"
eventAECAllInOnePair02_msg_T09,,,false,"Pair 2 incoming: Doomlord and the Witch. [3★]"
eventAECAllInOnePair03_msg_T09,,,false,"Pair 3 incoming: Electric Demon and Explosive Eagle. [3★]"
eventAECAllInOnePair04_msg_T09,,,false,"Pair 4 incoming: Hammer Guardian and Mechanician. [3★]"
eventAECAllInOnePair05_msg_T09,,,false,"Pair 5 incoming: Druid and Executioner. [3★]"
eventAECAllInOnePair06_msg_T09,,,false,"Pair 6 incoming: Party Beach and Mykir. [3★]"
eventAECAllInOnePair07_msg_T09,,,false,"Pair 7 incoming: Hellskyli and Rockbreaker. [3★]"
eventAECAllInOnePair08_msg_T09,,,false,"Pair 8 incoming: The Ghost and Singerie. [3★]"
eventAECAllInOnePair09_msg_T09,,,false,"Pair 9 incoming: Siren Head and Mushroom. [3★]"
eventAECAllInOnePair10_msg_T09,,,false,"Final pair incoming: Headless and Archer. [3★]"
itemAECAllInOneHuntContract_T09,,,false,"[FF4DFF]AEC |[-] [FFD700]The All-In-One Hunt[-] [3★]"
itemAECAllInOneHuntContract_desc_T09,,,false,"Legendary contract | deploy the All-In-One Lure and survive the full endgame boss gauntlet. Each pair is scheduled around a 120 second phase window. [3★]"
questAECAllInOneHunt_completion_T09,,,false,"The whole line came for you and broke on your position. [3★]"
questAECAllInOneHunt_description_T09,,,false,"This is the end of the line. Place the All-In-One Lure in the wilderness, hold the ground for the opening countdown, then eliminate every active boss pair in sequence. [3★]"
questAECAllInOneHunt_name_T09,,,false,"[FF0000]T[-][FF7F00]h[-][FFFF00]e[-] [00FF00]A[-][00BFFF]l[-][0000FF]l[-]-[8B00FF]I[-][FF1493]n[-]-[FF0000]O[-][FF7F00]n[-][FFFF00]e[-] [00FF00]H[-][00BFFF]u[-][0000FF]n[-][8B00FF]t[-] [3★]"
questAECAllInOneHunt_obj_pair01_T09,,,false,"Kill Dumdum and Running K [3★]"
questAECAllInOneHunt_obj_pair02_T09,,,false,"Kill Doomlord and the Witch [3★]"
questAECAllInOneHunt_obj_pair03_T09,,,false,"Kill Electric Demon and Explosive Eagle [3★]"
questAECAllInOneHunt_obj_pair04_T09,,,false,"Kill Hammer Guardian and Mechanician [3★]"
questAECAllInOneHunt_obj_pair05_T09,,,false,"Kill Druid and Executioner [3★]"
questAECAllInOneHunt_obj_pair06_T09,,,false,"Kill Party Beach and Mykir [3★]"
questAECAllInOneHunt_obj_pair07_T09,,,false,"Kill Hellskyli and Rockbreaker [3★]"
questAECAllInOneHunt_obj_pair08_T09,,,false,"Kill The Ghost and Singerie [3★]"
questAECAllInOneHunt_obj_pair09_T09,,,false,"Kill Siren Head and Mushroom [3★]"
questAECAllInOneHunt_obj_pair10_T09,,,false,"Kill Headless and Archer [3★]"
questAECAllInOneHunt_offer_T09,,,false,"You wanted every major threat in one place. Here it is. Plant the All-In-One Lure and be ready to stand there when the sky starts answering back. [3★]"
questAECAllInOneHunt_response_T09,,,false,"Then take the contract. If you finish it, there won't be a higher one left to offer. [3★]"
questAECAllInOneHunt_statement_T09,,,false,"Place the lure, survive the timed sequence, and kill every boss pair before the gauntlet reaches its final wave. [3★]"
questAECAllInOneHunt_subtitle_T09,,,false,"Deploy the All-In-One Lure and survive every boss pair [3★]"
eventAECAllInOnePair01_msg_T12,,,false,"Pair 1 incoming: Dumdum and Running K. [4★]"
eventAECAllInOnePair02_msg_T12,,,false,"Pair 2 incoming: Doomlord and the Witch. [4★]"
eventAECAllInOnePair03_msg_T12,,,false,"Pair 3 incoming: Electric Demon and Explosive Eagle. [4★]"
eventAECAllInOnePair04_msg_T12,,,false,"Pair 4 incoming: Hammer Guardian and Mechanician. [4★]"
eventAECAllInOnePair05_msg_T12,,,false,"Pair 5 incoming: Druid and Executioner. [4★]"
eventAECAllInOnePair06_msg_T12,,,false,"Pair 6 incoming: Party Beach and Mykir. [4★]"
eventAECAllInOnePair07_msg_T12,,,false,"Pair 7 incoming: Hellskyli and Rockbreaker. [4★]"
eventAECAllInOnePair08_msg_T12,,,false,"Pair 8 incoming: The Ghost and Singerie. [4★]"
eventAECAllInOnePair09_msg_T12,,,false,"Pair 9 incoming: Siren Head and Mushroom. [4★]"
eventAECAllInOnePair10_msg_T12,,,false,"Final pair incoming: Headless and Archer. [4★]"
itemAECAllInOneHuntContract_T12,,,false,"[FF4DFF]AEC |[-] [FFD700]The All-In-One Hunt[-] [4★]"
itemAECAllInOneHuntContract_desc_T12,,,false,"Legendary contract | deploy the All-In-One Lure and survive the full endgame boss gauntlet. Each pair is scheduled around a 120 second phase window. [4★]"
questAECAllInOneHunt_completion_T12,,,false,"The whole line came for you and broke on your position. [4★]"
questAECAllInOneHunt_description_T12,,,false,"This is the end of the line. Place the All-In-One Lure in the wilderness, hold the ground for the opening countdown, then eliminate every active boss pair in sequence. [4★]"
questAECAllInOneHunt_name_T12,,,false,"[FF0000]T[-][FF7F00]h[-][FFFF00]e[-] [00FF00]A[-][00BFFF]l[-][0000FF]l[-]-[8B00FF]I[-][FF1493]n[-]-[FF0000]O[-][FF7F00]n[-][FFFF00]e[-] [00FF00]H[-][00BFFF]u[-][0000FF]n[-][8B00FF]t[-] [4★]"
questAECAllInOneHunt_obj_pair01_T12,,,false,"Kill Dumdum and Running K [4★]"
questAECAllInOneHunt_obj_pair02_T12,,,false,"Kill Doomlord and the Witch [4★]"
questAECAllInOneHunt_obj_pair03_T12,,,false,"Kill Electric Demon and Explosive Eagle [4★]"
questAECAllInOneHunt_obj_pair04_T12,,,false,"Kill Hammer Guardian and Mechanician [4★]"
questAECAllInOneHunt_obj_pair05_T12,,,false,"Kill Druid and Executioner [4★]"
questAECAllInOneHunt_obj_pair06_T12,,,false,"Kill Party Beach and Mykir [4★]"
questAECAllInOneHunt_obj_pair07_T12,,,false,"Kill Hellskyli and Rockbreaker [4★]"
questAECAllInOneHunt_obj_pair08_T12,,,false,"Kill The Ghost and Singerie [4★]"
questAECAllInOneHunt_obj_pair09_T12,,,false,"Kill Siren Head and Mushroom [4★]"
questAECAllInOneHunt_obj_pair10_T12,,,false,"Kill Headless and Archer [4★]"
questAECAllInOneHunt_offer_T12,,,false,"You wanted every major threat in one place. Here it is. Plant the All-In-One Lure and be ready to stand there when the sky starts answering back. [4★]"
questAECAllInOneHunt_response_T12,,,false,"Then take the contract. If you finish it, there won't be a higher one left to offer. [4★]"
questAECAllInOneHunt_statement_T12,,,false,"Place the lure, survive the timed sequence, and kill every boss pair before the gauntlet reaches its final wave. [4★]"
questAECAllInOneHunt_subtitle_T12,,,false,"Deploy the All-In-One Lure and survive every boss pair [4★]"
eventAECAllInOnePair01_msg_T15,,,false,"Pair 1 incoming: Dumdum and Running K. [5★]"
eventAECAllInOnePair02_msg_T15,,,false,"Pair 2 incoming: Doomlord and the Witch. [5★]"
eventAECAllInOnePair03_msg_T15,,,false,"Pair 3 incoming: Electric Demon and Explosive Eagle. [5★]"
eventAECAllInOnePair04_msg_T15,,,false,"Pair 4 incoming: Hammer Guardian and Mechanician. [5★]"
eventAECAllInOnePair05_msg_T15,,,false,"Pair 5 incoming: Druid and Executioner. [5★]"
eventAECAllInOnePair06_msg_T15,,,false,"Pair 6 incoming: Party Beach and Mykir. [5★]"
eventAECAllInOnePair07_msg_T15,,,false,"Pair 7 incoming: Hellskyli and Rockbreaker. [5★]"
eventAECAllInOnePair08_msg_T15,,,false,"Pair 8 incoming: The Ghost and Singerie. [5★]"
eventAECAllInOnePair09_msg_T15,,,false,"Pair 9 incoming: Siren Head and Mushroom. [5★]"
eventAECAllInOnePair10_msg_T15,,,false,"Final pair incoming: Headless and Archer. [5★]"
itemAECAllInOneHuntContract_T15,,,false,"[FF4DFF]AEC |[-] [FFD700]The All-In-One Hunt[-] [5★]"
itemAECAllInOneHuntContract_desc_T15,,,false,"Legendary contract | deploy the All-In-One Lure and survive the full endgame boss gauntlet. Each pair is scheduled around a 120 second phase window. [5★]"
questAECAllInOneHunt_completion_T15,,,false,"The whole line came for you and broke on your position. [5★]"
questAECAllInOneHunt_description_T15,,,false,"This is the end of the line. Place the All-In-One Lure in the wilderness, hold the ground for the opening countdown, then eliminate every active boss pair in sequence. [5★]"
questAECAllInOneHunt_name_T15,,,false,"[FF0000]T[-][FF7F00]h[-][FFFF00]e[-] [00FF00]A[-][00BFFF]l[-][0000FF]l[-]-[8B00FF]I[-][FF1493]n[-]-[FF0000]O[-][FF7F00]n[-][FFFF00]e[-] [00FF00]H[-][00BFFF]u[-][0000FF]n[-][8B00FF]t[-] [5★]"
questAECAllInOneHunt_obj_pair01_T15,,,false,"Kill Dumdum and Running K [5★]"
questAECAllInOneHunt_obj_pair02_T15,,,false,"Kill Doomlord and the Witch [5★]"
questAECAllInOneHunt_obj_pair03_T15,,,false,"Kill Electric Demon and Explosive Eagle [5★]"
questAECAllInOneHunt_obj_pair04_T15,,,false,"Kill Hammer Guardian and Mechanician [5★]"
questAECAllInOneHunt_obj_pair05_T15,,,false,"Kill Druid and Executioner [5★]"
questAECAllInOneHunt_obj_pair06_T15,,,false,"Kill Party Beach and Mykir [5★]"
questAECAllInOneHunt_obj_pair07_T15,,,false,"Kill Hellskyli and Rockbreaker [5★]"
questAECAllInOneHunt_obj_pair08_T15,,,false,"Kill The Ghost and Singerie [5★]"
questAECAllInOneHunt_obj_pair09_T15,,,false,"Kill Siren Head and Mushroom [5★]"
questAECAllInOneHunt_obj_pair10_T15,,,false,"Kill Headless and Archer [5★]"
questAECAllInOneHunt_offer_T15,,,false,"You wanted every major threat in one place. Here it is. Plant the All-In-One Lure and be ready to stand there when the sky starts answering back. [5★]"
questAECAllInOneHunt_response_T15,,,false,"Then take the contract. If you finish it, there won't be a higher one left to offer. [5★]"
questAECAllInOneHunt_statement_T15,,,false,"Place the lure, survive the timed sequence, and kill every boss pair before the gauntlet reaches its final wave. [5★]"
questAECAllInOneHunt_subtitle_T15,,,false,"Deploy the All-In-One Lure and survive every boss pair [5★]"
eventAECArcherArrival_Hunt_msg_T03,gameevents,,false,"HUNT: Archer warbands are screening their master. Survive the waves and the boss will come. [1★]"
eventAECArcherAssaultArrival_msg_T03,gameevents,,false,"ASSAULT: Archer raiders are massing on your position. Brace for impact! [1★]"
eventAECArcherAssaultWave1_msg_T03,gameevents,,false,"WAVE 1: Archer raiders strike from the brush! [1★]"
eventAECArcherAssaultWave2_msg_T03,gameevents,,false,"WAVE 2: The Archer line tightens around you! [1★]"
eventAECArcherAssaultWave3_msg_T03,gameevents,,false,"FINAL WAVE: Break the Archer assault and hold the field! [1★]"
eventAECArcherAssaultWave4_msg_T03,gameevents,,,The last Archer breach is on you. Kill 3 zombies to break the assault.
eventAECArcherBossSpawn_Hunt_msg_T03,gameevents,,false,"BOSS: The Archer Boss has entered the hunt. Stay mobile. [1★]"
eventAECArcherWave_Hunt1_msg_T03,gameevents,,false,"WAVE 1: Archer minions are probing your defenses! [1★]"
eventAECArcherWave_Hunt2_msg_T03,gameevents,,false,"WAVE 2: More Archer minions are closing in! [1★]"
eventAECArcherWave_Hunt3_msg_T03,gameevents,,false,"WAVE 3: Archer minions are tightening the kill zone! [1★]"
eventAECArcherWave_Hunt4_msg_T03,gameevents,,false,"WAVE 4: Another Archer wave is on top of you! [1★]"
eventAECArcherWave_Hunt5_msg_T03,gameevents,,false,"FINAL WAVE: The last Archer screen is pushing in now! [1★]"
eventAECArcherWave_Hunt6_msg_T03,gameevents,,false,"FINAL WAVE: The heaviest Archer screen is here. Boss incoming next! [1★]"
itemAECArcherContract_100waveschallenge_deadeyegauntlet_T03,,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [1★]"
itemAECArcherContract_100waveschallenge_deadeyegauntlet_desc_T03,,,false,"Survive 100 non-linear Archer waves built from pure bow lines, low crossbow kill zones, incendiary and explosive volleys, full firing-line crossfire, and a final duel against the Archer Boss. [1★]"
itemAECArcherHuntContract_T03,,,false,"[FF0000]AEC |[-] [FFD700]Archer Contract | Hunt[-] [1★]"
itemAECArcherHuntContract_desc_T03,,,false,"Contract: Survive six Archer minion waves in the wilderness, then kill the Archer Boss. [1★]"
itemAECArcherMinionAssaultContract_T03,,,false,"[00E5FF]AEC |[-] [FFD700]Archer Contract | Minion Assault[-] [1★]"
itemAECArcherMinionAssaultContract_desc_T03,,,false,"Contract: Repel a full Archer assault in the wilderness. Survive three timed waves, then kill 3 zombies from the final breach. [1★]"
questAECArcherEndlessDeadeyeGauntlet_completion_T03,quests,,false,"Contract complete. All 100 waves cleared. [1★]"
questAECArcherEndlessDeadeyeGauntlet_description_T03,quests,,false,"Survive 100 non-linear Archer waves built from pure bow lines, low crossbow kill zones, incendiary and explosive volleys, full firing-line crossfire, and a final duel against the Archer Boss. [1★]"
questAECArcherEndlessDeadeyeGauntlet_name_T03,quests,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [1★]"
questAECArcherEndlessDeadeyeGauntlet_offer_T03,quests,,false,"AEC has formalized this contract. Place the lure and survive all 100 waves. [1★]"
questAECArcherEndlessDeadeyeGauntlet_response_T03,quests,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [1★]"
questAECArcherEndlessDeadeyeGauntlet_statement_T03,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [1★]"
questAECArcherEndlessDeadeyeGauntlet_subtitle_T03,quests,,false,"AEC Super-Challenge Contract [1★]"
questAECArcherHunt_completion_T03,quests,,false,"The Archer Boss is dead. The hunt is over. [1★]"
questAECArcherHunt_description_T03,quests,,false,"Archer minions are screening their master. Survive six increasingly heavy minion waves, then kill the Archer Boss when it joins the fight. [1★]"
questAECArcherHunt_name_T03,quests,,false,"Archer Boss Hunt [1★]"
questAECArcherHunt_obj_kill_T03,quests,,false,"Kill the Archer Boss [1★]"
questAECArcherHunt_obj_wave1_T03,quests,,false,"Wave 1: Survive 80 seconds [1★]"
questAECArcherHunt_obj_wave2_T03,quests,,false,"Wave 2: Survive 80 seconds [1★]"
questAECArcherHunt_obj_wave3_T03,quests,,false,"Wave 3: Survive 80 seconds [1★]"
questAECArcherHunt_obj_wave4_T03,quests,,false,"Wave 4: Survive 80 seconds [1★]"
questAECArcherHunt_obj_wave5_T03,quests,,false,"Wave 5: Survive 80 seconds [1★]"
questAECArcherHunt_obj_wave6_T03,quests,,false,"Wave 6: Survive 80 seconds [1★]"
questAECArcherHunt_offer_T03,quests,,false,"The minions come first, but the real target is their leader. Break the waves and the Archer Boss will show itself. [1★]"
questAECArcherHunt_response_T03,quests,,false,"I'll bring the Archer Boss down. [1★]"
questAECArcherHunt_statement_T03,quests,,false,"Six pure Archer minion waves, then the boss. Stay alive long enough to finish the job. [1★]"
questAECArcherHunt_subtitle_T03,quests,,false,"Survive the Waves, Kill the Boss [1★]"
questAECArcherMinionAssault_name_T03,quests,,false,"Archer Assault [1★]"
questAECArcherMinionAssault_obj_wave1_T03,quests,,false,"Wave 1: Survive 60 seconds [1★]"
questAECArcherMinionAssault_obj_wave2_T03,quests,,false,"Wave 2: Survive 60 seconds [1★]"
questAECArcherMinionAssault_obj_wave3_T03,quests,,false,"Wave 3: Survive 60 seconds [1★]"
questAECArcherMinionAssault_obj_wave4_T03,quests,,false,"Wave 4: Kill 3 zombies [1★]"
eventAECArcherArrival_Hunt_msg_T06,gameevents,,false,"HUNT: Archer warbands are screening their master. Survive the waves and the boss will come. [2★]"
eventAECArcherAssaultArrival_msg_T06,gameevents,,false,"ASSAULT: Archer raiders are massing on your position. Brace for impact! [2★]"
eventAECArcherAssaultWave1_msg_T06,gameevents,,false,"WAVE 1: Archer raiders strike from the brush! [2★]"
eventAECArcherAssaultWave2_msg_T06,gameevents,,false,"WAVE 2: The Archer line tightens around you! [2★]"
eventAECArcherAssaultWave3_msg_T06,gameevents,,false,"FINAL WAVE: Break the Archer assault and hold the field! [2★]"
eventAECArcherAssaultWave4_msg_T06,gameevents,,,The last Archer breach is on you. Kill 3 zombies to break the assault.
eventAECArcherBossSpawn_Hunt_msg_T06,gameevents,,false,"BOSS: The Archer Boss has entered the hunt. Stay mobile. [2★]"
eventAECArcherWave_Hunt1_msg_T06,gameevents,,false,"WAVE 1: Archer minions are probing your defenses! [2★]"
eventAECArcherWave_Hunt2_msg_T06,gameevents,,false,"WAVE 2: More Archer minions are closing in! [2★]"
eventAECArcherWave_Hunt3_msg_T06,gameevents,,false,"WAVE 3: Archer minions are tightening the kill zone! [2★]"
eventAECArcherWave_Hunt4_msg_T06,gameevents,,false,"WAVE 4: Another Archer wave is on top of you! [2★]"
eventAECArcherWave_Hunt5_msg_T06,gameevents,,false,"FINAL WAVE: The last Archer screen is pushing in now! [2★]"
eventAECArcherWave_Hunt6_msg_T06,gameevents,,false,"FINAL WAVE: The heaviest Archer screen is here. Boss incoming next! [2★]"
itemAECArcherContract_100waveschallenge_deadeyegauntlet_T06,,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [2★]"
itemAECArcherContract_100waveschallenge_deadeyegauntlet_desc_T06,,,false,"Survive 100 non-linear Archer waves built from pure bow lines, low crossbow kill zones, incendiary and explosive volleys, full firing-line crossfire, and a final duel against the Archer Boss. [2★]"
itemAECArcherHuntContract_T06,,,false,"[FF0000]AEC |[-] [FFD700]Archer Contract | Hunt[-] [2★]"
itemAECArcherHuntContract_desc_T06,,,false,"Contract: Survive six Archer minion waves in the wilderness, then kill the Archer Boss. [2★]"
itemAECArcherMinionAssaultContract_T06,,,false,"[00E5FF]AEC |[-] [FFD700]Archer Contract | Minion Assault[-] [2★]"
itemAECArcherMinionAssaultContract_desc_T06,,,false,"Contract: Repel a full Archer assault in the wilderness. Survive three timed waves, then kill 3 zombies from the final breach. [2★]"
questAECArcherEndlessDeadeyeGauntlet_completion_T06,quests,,false,"Contract complete. All 100 waves cleared. [2★]"
questAECArcherEndlessDeadeyeGauntlet_description_T06,quests,,false,"Survive 100 non-linear Archer waves built from pure bow lines, low crossbow kill zones, incendiary and explosive volleys, full firing-line crossfire, and a final duel against the Archer Boss. [2★]"
questAECArcherEndlessDeadeyeGauntlet_name_T06,quests,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [2★]"
questAECArcherEndlessDeadeyeGauntlet_offer_T06,quests,,false,"AEC has formalized this contract. Place the lure and survive all 100 waves. [2★]"
questAECArcherEndlessDeadeyeGauntlet_response_T06,quests,,false,"[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-] [2★]"
questAECArcherEndlessDeadeyeGauntlet_statement_T06,quests,,false,"I'll deploy the lure, survive all 100 waves, and finish the contract. [2★]"
questAECArcherEndlessDeadeyeGauntlet_subtitle_T06,quests,,false,"AEC Super-Challenge Contract [2★]"
questAECArcherHunt_completion_T06,quests,,false,"The Archer Boss is dead. The hunt is over. [2★]"
questAECArcherHunt_description_T06,quests,,false,"Archer minions are screening their master. Survive six increasingly heavy minion waves, then kill the Archer Boss when it joins the fight. [2★]"
questAECArcherHunt_name_T06,quests,,false,"Archer Boss Hunt [2★]"
questAECArcherHunt_obj_kill_T06,quests,,false,"Kill the Archer Boss [2★]"
questAECArcherHunt_obj_wave1_T06,quests,,false,"Wave 1: Survive 80 seconds [2★]"
questAECArcherHunt_obj_wave2_T06,quests,,false,"Wave 2: Survive 80 seconds [2★]"
questAECArcherHunt_obj_wave3_T06,quests,,false,"Wave 3: Survive 80 seconds [2★]"
questAECArcherHunt_obj_wave4_T06,quests,,false,"Wave 4: Survive 80 seconds [2★]"
questAECArcherHunt_obj_wave5_T06,quests,,false,"Wave 5: Survive 80 seconds [2★]"
questAECArcherHunt_obj_wave6_T06,quests,,false,"Wave 6: Survive 80 seconds [2★]"
questAECArcherHunt_offer_T06,quests,,false,"The minions come first, but the real target is their leader. Break the waves and the Archer Boss will show itself. [2★]"
questAECArcherHunt_response_T06,quests,,false,"I'll bring the Archer Boss down. [2★]"
questAECArcherHunt_statement_T06,quests,,false,"Six pure Archer minion waves, then the boss. Stay alive long enough to finish the job. [2★]"
questAECArcherHunt_subtitle_T06,quests,,false,"Survive the Waves, Kill the Boss [2★]"
questAECArcherMinionAssault_name_T06,quests,,false,"Archer Assault [2★]"
questAECArcherMinionAssault_obj_wave1_T06,quests,,false,"Wave 1: Survive 60 seconds [2★]"
questAECArcherMinionAssault_obj_wave2_T06,quests,,false,"Wave 2: Survive 60 seconds [2★]"
questAECArcherMinionAssault_obj_wave3_T06,quests,,false,"Wave 3: Survive 60 seconds [2★]"
questAECArcherMinionAssault_obj_wave4_T06,quests,,false,"Wave 4: Kill 3 zombies [2★]"
