Key,File,Type,UsedInMainMenu,english
questAECAllInOneHunt_obj_pair03_T03,,,false,エレクトリック・デーモンとエクスプローシブ・イーグルを撃破する [1★]
questAECAllInOneHunt_obj_pair04_T03,,,false,ハンマー・ガーディアンとメカニシャンを撃破する [1★]
questAECAllInOneHunt_obj_pair05_T03,,,false,ドルイドとエグゼキューショナーを撃破する [1★]
questAECAllInOneHunt_obj_pair06_T03,,,false,パーティー・ビーチとマイキルを撃破する [1★]
questAECAllInOneHunt_obj_pair07_T03,,,false,ヘルスカイリとロックブレイカーを撃破する [1★]
questAECAllInOneHunt_obj_pair08_T03,,,false,ゴーストとシンジェリーを撃破する [1★]
questAECAllInOneHunt_obj_pair09_T03,,,false,サイレンヘッドとマッシュルーム・ボスを撃破する [1★]
questAECAllInOneHunt_obj_pair10_T03,,,false,ヘッドレスとアーチャーを撃破する [1★]
questAECAllInOneHunt_offer_T03,,,false,オールインワンが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [1★]
questAECAllInOneHunt_response_T03,,,false,AEC 契約を受諾: オールインワン・ハント [1★]
questAECAllInOneHunt_statement_T03,,,false,ルアーを設置し、ウェーブを生き延びて オールインワンの任務を完了する。 [1★]
questAECAllInOneHunt_subtitle_T03,,,false,オールインワン AEC 契約 [1★]
eventAECAllInOnePair01_msg_T06,,,false,ペア 1が接近中: ダムダムとランニング・カミカゼ。 [2★]
eventAECAllInOnePair02_msg_T06,,,false,ペア 2が接近中: ドゥームロードとウィッチ。 [2★]
eventAECAllInOnePair03_msg_T06,,,false,ペア 3が接近中: エレクトリック・デーモンとエクスプローシブ・イーグル。 [2★]
eventAECAllInOnePair04_msg_T06,,,false,ペア 4が接近中: ハンマー・ガーディアンとメカニシャン。 [2★]
eventAECAllInOnePair05_msg_T06,,,false,ペア 5が接近中: ドルイドとエグゼキューショナー。 [2★]
eventAECAllInOnePair06_msg_T06,,,false,ペア 6が接近中: パーティー・ビーチとマイキル。 [2★]
eventAECAllInOnePair07_msg_T06,,,false,ペア 7が接近中: ヘルスカイリとロックブレイカー。 [2★]
eventAECAllInOnePair08_msg_T06,,,false,ペア 8が接近中: ゴーストとシンジェリー。 [2★]
eventAECAllInOnePair09_msg_T06,,,false,ペア 9が接近中: サイレンヘッドとマッシュルーム・ボス。 [2★]
eventAECAllInOnePair10_msg_T06,,,false,ペア 10が接近中: ヘッドレスとアーチャー。 [2★]
itemAECAllInOneHuntContract_T06,,,false,オールインワン・ハント 契約 [2★]
itemAECAllInOneHuntContract_desc_T06,,,false,レジェンダリー契約 | オールインワン・ルアーを設置し、エンドゲームの全ボス連戦を生き延びろ。各ペアは第2フェーズの時間枠で登場する。
questAECAllInOneHunt_completion_T06,,,false,オールインワンに関する契約を完了しました。 [2★]
questAECAllInOneHunt_description_T06,,,false,オールインワンに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [2★]
questAECAllInOneHunt_name_T06,,,false,オールインワン・ハント [2★]
questAECAllInOneHunt_obj_pair01_T06,,,false,ダムダムとランニング・カミカゼを撃破する [2★]
questAECAllInOneHunt_obj_pair02_T06,,,false,ドゥームロードとウィッチを撃破する [2★]
questAECAllInOneHunt_obj_pair03_T06,,,false,エレクトリック・デーモンとエクスプローシブ・イーグルを撃破する [2★]
questAECAllInOneHunt_obj_pair04_T06,,,false,ハンマー・ガーディアンとメカニシャンを撃破する [2★]
questAECAllInOneHunt_obj_pair05_T06,,,false,ドルイドとエグゼキューショナーを撃破する [2★]
questAECAllInOneHunt_obj_pair06_T06,,,false,パーティー・ビーチとマイキルを撃破する [2★]
questAECAllInOneHunt_obj_pair07_T06,,,false,ヘルスカイリとロックブレイカーを撃破する [2★]
questAECAllInOneHunt_obj_pair08_T06,,,false,ゴーストとシンジェリーを撃破する [2★]
questAECAllInOneHunt_obj_pair09_T06,,,false,サイレンヘッドとマッシュルーム・ボスを撃破する [2★]
questAECAllInOneHunt_obj_pair10_T06,,,false,ヘッドレスとアーチャーを撃破する [2★]
questAECAllInOneHunt_offer_T06,,,false,オールインワンが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [2★]
questAECAllInOneHunt_response_T06,,,false,AEC 契約を受諾: オールインワン・ハント [2★]
questAECAllInOneHunt_statement_T06,,,false,ルアーを設置し、ウェーブを生き延びて オールインワンの任務を完了する。 [2★]
questAECAllInOneHunt_subtitle_T06,,,false,オールインワン AEC 契約 [2★]
eventAECAllInOnePair01_msg_T09,,,false,ペア 1が接近中: ダムダムとランニング・カミカゼ。 [3★]
eventAECAllInOnePair02_msg_T09,,,false,ペア 2が接近中: ドゥームロードとウィッチ。 [3★]
eventAECAllInOnePair03_msg_T09,,,false,ペア 3が接近中: エレクトリック・デーモンとエクスプローシブ・イーグル。 [3★]
eventAECAllInOnePair04_msg_T09,,,false,ペア 4が接近中: ハンマー・ガーディアンとメカニシャン。 [3★]
eventAECAllInOnePair05_msg_T09,,,false,ペア 5が接近中: ドルイドとエグゼキューショナー。 [3★]
eventAECAllInOnePair06_msg_T09,,,false,ペア 6が接近中: パーティー・ビーチとマイキル。 [3★]
eventAECAllInOnePair07_msg_T09,,,false,ペア 7が接近中: ヘルスカイリとロックブレイカー。 [3★]
eventAECAllInOnePair08_msg_T09,,,false,ペア 8が接近中: ゴーストとシンジェリー。 [3★]
eventAECAllInOnePair09_msg_T09,,,false,ペア 9が接近中: サイレンヘッドとマッシュルーム・ボス。 [3★]
eventAECAllInOnePair10_msg_T09,,,false,ペア 10が接近中: ヘッドレスとアーチャー。 [3★]
itemAECAllInOneHuntContract_T09,,,false,オールインワン・ハント 契約 [3★]
itemAECAllInOneHuntContract_desc_T09,,,false,レジェンダリー契約 | オールインワン・ルアーを設置し、エンドゲームの全ボス連戦を生き延びろ。各ペアは第2フェーズの時間枠で登場する。
questAECAllInOneHunt_completion_T09,,,false,オールインワンに関する契約を完了しました。 [3★]
questAECAllInOneHunt_description_T09,,,false,オールインワンに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [3★]
questAECAllInOneHunt_name_T09,,,false,オールインワン・ハント [3★]
questAECAllInOneHunt_obj_pair01_T09,,,false,ダムダムとランニング・カミカゼを撃破する [3★]
questAECAllInOneHunt_obj_pair02_T09,,,false,ドゥームロードとウィッチを撃破する [3★]
questAECAllInOneHunt_obj_pair03_T09,,,false,エレクトリック・デーモンとエクスプローシブ・イーグルを撃破する [3★]
questAECAllInOneHunt_obj_pair04_T09,,,false,ハンマー・ガーディアンとメカニシャンを撃破する [3★]
questAECAllInOneHunt_obj_pair05_T09,,,false,ドルイドとエグゼキューショナーを撃破する [3★]
questAECAllInOneHunt_obj_pair06_T09,,,false,パーティー・ビーチとマイキルを撃破する [3★]
questAECAllInOneHunt_obj_pair07_T09,,,false,ヘルスカイリとロックブレイカーを撃破する [3★]
questAECAllInOneHunt_obj_pair08_T09,,,false,ゴーストとシンジェリーを撃破する [3★]
questAECAllInOneHunt_obj_pair09_T09,,,false,サイレンヘッドとマッシュルーム・ボスを撃破する [3★]
questAECAllInOneHunt_obj_pair10_T09,,,false,ヘッドレスとアーチャーを撃破する [3★]
questAECAllInOneHunt_offer_T09,,,false,オールインワンが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [3★]
questAECAllInOneHunt_response_T09,,,false,AEC 契約を受諾: オールインワン・ハント [3★]
questAECAllInOneHunt_statement_T09,,,false,ルアーを設置し、ウェーブを生き延びて オールインワンの任務を完了する。 [3★]
questAECAllInOneHunt_subtitle_T09,,,false,オールインワン AEC 契約 [3★]
eventAECAllInOnePair01_msg_T12,,,false,ペア 1が接近中: ダムダムとランニング・カミカゼ。 [4★]
eventAECAllInOnePair02_msg_T12,,,false,ペア 2が接近中: ドゥームロードとウィッチ。 [4★]
eventAECAllInOnePair03_msg_T12,,,false,ペア 3が接近中: エレクトリック・デーモンとエクスプローシブ・イーグル。 [4★]
eventAECAllInOnePair04_msg_T12,,,false,ペア 4が接近中: ハンマー・ガーディアンとメカニシャン。 [4★]
eventAECAllInOnePair05_msg_T12,,,false,ペア 5が接近中: ドルイドとエグゼキューショナー。 [4★]
eventAECAllInOnePair06_msg_T12,,,false,ペア 6が接近中: パーティー・ビーチとマイキル。 [4★]
eventAECAllInOnePair07_msg_T12,,,false,ペア 7が接近中: ヘルスカイリとロックブレイカー。 [4★]
eventAECAllInOnePair08_msg_T12,,,false,ペア 8が接近中: ゴーストとシンジェリー。 [4★]
eventAECAllInOnePair09_msg_T12,,,false,ペア 9が接近中: サイレンヘッドとマッシュルーム・ボス。 [4★]
eventAECAllInOnePair10_msg_T12,,,false,ペア 10が接近中: ヘッドレスとアーチャー。 [4★]
itemAECAllInOneHuntContract_T12,,,false,オールインワン・ハント 契約 [4★]
itemAECAllInOneHuntContract_desc_T12,,,false,レジェンダリー契約 | オールインワン・ルアーを設置し、エンドゲームの全ボス連戦を生き延びろ。各ペアは第2フェーズの時間枠で登場する。
questAECAllInOneHunt_completion_T12,,,false,オールインワンに関する契約を完了しました。 [4★]
questAECAllInOneHunt_description_T12,,,false,オールインワンに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [4★]
questAECAllInOneHunt_name_T12,,,false,オールインワン・ハント [4★]
questAECAllInOneHunt_obj_pair01_T12,,,false,ダムダムとランニング・カミカゼを撃破する [4★]
questAECAllInOneHunt_obj_pair02_T12,,,false,ドゥームロードとウィッチを撃破する [4★]
questAECAllInOneHunt_obj_pair03_T12,,,false,エレクトリック・デーモンとエクスプローシブ・イーグルを撃破する [4★]
questAECAllInOneHunt_obj_pair04_T12,,,false,ハンマー・ガーディアンとメカニシャンを撃破する [4★]
questAECAllInOneHunt_obj_pair05_T12,,,false,ドルイドとエグゼキューショナーを撃破する [4★]
questAECAllInOneHunt_obj_pair06_T12,,,false,パーティー・ビーチとマイキルを撃破する [4★]
questAECAllInOneHunt_obj_pair07_T12,,,false,ヘルスカイリとロックブレイカーを撃破する [4★]
questAECAllInOneHunt_obj_pair08_T12,,,false,ゴーストとシンジェリーを撃破する [4★]
questAECAllInOneHunt_obj_pair09_T12,,,false,サイレンヘッドとマッシュルーム・ボスを撃破する [4★]
questAECAllInOneHunt_obj_pair10_T12,,,false,ヘッドレスとアーチャーを撃破する [4★]
questAECAllInOneHunt_offer_T12,,,false,オールインワンが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [4★]
questAECAllInOneHunt_response_T12,,,false,AEC 契約を受諾: オールインワン・ハント [4★]
questAECAllInOneHunt_statement_T12,,,false,ルアーを設置し、ウェーブを生き延びて オールインワンの任務を完了する。 [4★]
questAECAllInOneHunt_subtitle_T12,,,false,オールインワン AEC 契約 [4★]
eventAECAllInOnePair01_msg_T15,,,false,ペア 1が接近中: ダムダムとランニング・カミカゼ。 [5★]
eventAECAllInOnePair02_msg_T15,,,false,ペア 2が接近中: ドゥームロードとウィッチ。 [5★]
eventAECAllInOnePair03_msg_T15,,,false,ペア 3が接近中: エレクトリック・デーモンとエクスプローシブ・イーグル。 [5★]
eventAECAllInOnePair04_msg_T15,,,false,ペア 4が接近中: ハンマー・ガーディアンとメカニシャン。 [5★]
eventAECAllInOnePair05_msg_T15,,,false,ペア 5が接近中: ドルイドとエグゼキューショナー。 [5★]
eventAECAllInOnePair06_msg_T15,,,false,ペア 6が接近中: パーティー・ビーチとマイキル。 [5★]
eventAECAllInOnePair07_msg_T15,,,false,ペア 7が接近中: ヘルスカイリとロックブレイカー。 [5★]
eventAECAllInOnePair08_msg_T15,,,false,ペア 8が接近中: ゴーストとシンジェリー。 [5★]
eventAECAllInOnePair09_msg_T15,,,false,ペア 9が接近中: サイレンヘッドとマッシュルーム・ボス。 [5★]
eventAECAllInOnePair10_msg_T15,,,false,ペア 10が接近中: ヘッドレスとアーチャー。 [5★]
itemAECAllInOneHuntContract_T15,,,false,オールインワン・ハント 契約 [5★]
itemAECAllInOneHuntContract_desc_T15,,,false,レジェンダリー契約 | オールインワン・ルアーを設置し、エンドゲームの全ボス連戦を生き延びろ。各ペアは第2フェーズの時間枠で登場する。
questAECAllInOneHunt_completion_T15,,,false,オールインワンに関する契約を完了しました。 [5★]
questAECAllInOneHunt_description_T15,,,false,オールインワンに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [5★]
questAECAllInOneHunt_name_T15,,,false,オールインワン・ハント [5★]
questAECAllInOneHunt_obj_pair01_T15,,,false,ダムダムとランニング・カミカゼを撃破する [5★]
questAECAllInOneHunt_obj_pair02_T15,,,false,ドゥームロードとウィッチを撃破する [5★]
questAECAllInOneHunt_obj_pair03_T15,,,false,エレクトリック・デーモンとエクスプローシブ・イーグルを撃破する [5★]
questAECAllInOneHunt_obj_pair04_T15,,,false,ハンマー・ガーディアンとメカニシャンを撃破する [5★]
questAECAllInOneHunt_obj_pair05_T15,,,false,ドルイドとエグゼキューショナーを撃破する [5★]
questAECAllInOneHunt_obj_pair06_T15,,,false,パーティー・ビーチとマイキルを撃破する [5★]
questAECAllInOneHunt_obj_pair07_T15,,,false,ヘルスカイリとロックブレイカーを撃破する [5★]
questAECAllInOneHunt_obj_pair08_T15,,,false,ゴーストとシンジェリーを撃破する [5★]
questAECAllInOneHunt_obj_pair09_T15,,,false,サイレンヘッドとマッシュルーム・ボスを撃破する [5★]
questAECAllInOneHunt_obj_pair10_T15,,,false,ヘッドレスとアーチャーを撃破する [5★]
questAECAllInOneHunt_offer_T15,,,false,オールインワンが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [5★]
questAECAllInOneHunt_response_T15,,,false,AEC 契約を受諾: オールインワン・ハント [5★]
questAECAllInOneHunt_statement_T15,,,false,ルアーを設置し、ウェーブを生き延びて オールインワンの任務を完了する。 [5★]
questAECAllInOneHunt_subtitle_T15,,,false,オールインワン AEC 契約 [5★]
eventAECArcherArrival_Hunt_msg_T03,gameevents,,false,警報: アーチャーが付近に出現しました。 [1★]
eventAECArcherAssaultArrival_msg_T03,gameevents,,false,警報: アーチャーが付近に出現しました。 [1★]
eventAECArcherAssaultWave1_msg_T03,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [1★]
eventAECArcherAssaultWave2_msg_T03,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [1★]
eventAECArcherAssaultWave3_msg_T03,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [1★]
eventAECArcherAssaultWave4_msg_T03,gameevents,,,ウェーブ 4: アーチャーの部隊が接近中です。
eventAECArcherBossSpawn_Hunt_msg_T03,gameevents,,false,ボス警報: アーチャーが出現しました。 [1★]
eventAECArcherWave_Hunt1_msg_T03,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [1★]
eventAECArcherWave_Hunt2_msg_T03,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [1★]
eventAECArcherWave_Hunt3_msg_T03,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [1★]
eventAECArcherWave_Hunt4_msg_T03,gameevents,,false,ウェーブ 4: アーチャーの部隊が接近中です。 [1★]
eventAECArcherWave_Hunt5_msg_T03,gameevents,,false,警報: アーチャーのイベントが開始しました。 [1★]
eventAECArcherWave_Hunt6_msg_T03,gameevents,,false,警報: アーチャーのイベントが開始しました。 [1★]
itemAECArcherContract_100waveschallenge_deadeyegauntlet_T03,,,false,アーチャー 100ウェーブ・チャレンジ 契約 [1★]
itemAECArcherContract_100waveschallenge_deadeyegauntlet_desc_T03,,,false,アーチャーを対象とした100ウェーブ・チャレンジ契約です。ルアーを設置し、全ウェーブを生き延びてください。 [1★]
itemAECArcherHuntContract_T03,,,false,アーチャー ボスハント 契約 [1★]
itemAECArcherHuntContract_desc_T03,,,false,アーチャーを対象としたAEC契約です。ルアーを設置し、指定ウェーブを生き延びてボスを撃破してください。 [1★]
itemAECArcherMinionAssaultContract_T03,,,false,アーチャー ミニオン強襲 契約 [1★]
itemAECArcherMinionAssaultContract_desc_T03,,,false,アーチャーのミニオン部隊を対象とした契約です。ルアーを設置し、指定ウェーブを生き延びてください。 [1★]
questAECArcherEndlessDeadeyeGauntlet_completion_T03,quests,,false,アーチャーに関する契約を完了しました。 [1★]
questAECArcherEndlessDeadeyeGauntlet_description_T03,quests,,false,アーチャーの100ウェーブ・チャレンジです。ルアーを設置し、全ウェーブを生き延びて契約を完了してください。 [1★]
questAECArcherEndlessDeadeyeGauntlet_name_T03,quests,,false,アーチャー 100ウェーブ・チャレンジ [1★]
questAECArcherEndlessDeadeyeGauntlet_offer_T03,quests,,false,アーチャーが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [1★]
questAECArcherEndlessDeadeyeGauntlet_response_T03,quests,,false,AEC 契約を受諾: アーチャー 100ウェーブ・チャレンジ [1★]
questAECArcherEndlessDeadeyeGauntlet_statement_T03,quests,,false,ルアーを設置し、ウェーブを生き延びて アーチャーの任務を完了する。 [1★]
questAECArcherEndlessDeadeyeGauntlet_subtitle_T03,quests,,false,アーチャー AEC 契約 [1★]
questAECArcherHunt_completion_T03,quests,,false,アーチャーに関する契約を完了しました。 [1★]
questAECArcherHunt_description_T03,quests,,false,アーチャーに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [1★]
questAECArcherHunt_name_T03,quests,,false,アーチャー ボスハント [1★]
questAECArcherHunt_obj_kill_T03,quests,,false,アーチャーを撃破する [1★]
questAECArcherHunt_obj_wave1_T03,quests,,false,ウェーブ 1: 80秒間生き延びる [1★]
questAECArcherHunt_obj_wave2_T03,quests,,false,ウェーブ 2: 80秒間生き延びる [1★]
questAECArcherHunt_obj_wave3_T03,quests,,false,ウェーブ 3: 80秒間生き延びる [1★]
questAECArcherHunt_obj_wave4_T03,quests,,false,ウェーブ 4: 80秒間生き延びる [1★]
questAECArcherHunt_obj_wave5_T03,quests,,false,ウェーブ 5: 80秒間生き延びる [1★]
questAECArcherHunt_obj_wave6_T03,quests,,false,ウェーブ 6: 80秒間生き延びる [1★]
questAECArcherHunt_offer_T03,quests,,false,アーチャーが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [1★]
questAECArcherHunt_response_T03,quests,,false,AEC 契約を受諾: アーチャー ボスハント [1★]
questAECArcherHunt_statement_T03,quests,,false,ルアーを設置し、ウェーブを生き延びて アーチャーの任務を完了する。 [1★]
questAECArcherHunt_subtitle_T03,quests,,false,アーチャー AEC 契約 [1★]
questAECArcherMinionAssault_name_T03,quests,,false,アーチャー ミニオン強襲 [1★]
questAECArcherMinionAssault_obj_wave1_T03,quests,,false,ウェーブ 1: 60秒間生き延びる [1★]
questAECArcherMinionAssault_obj_wave2_T03,quests,,false,ウェーブ 2: 60秒間生き延びる [1★]
questAECArcherMinionAssault_obj_wave3_T03,quests,,false,ウェーブ 3: 60秒間生き延びる [1★]
questAECArcherMinionAssault_obj_wave4_T03,quests,,false,ウェーブ 4: ゾンビを3体倒す [1★]
eventAECArcherArrival_Hunt_msg_T06,gameevents,,false,警報: アーチャーが付近に出現しました。 [2★]
eventAECArcherAssaultArrival_msg_T06,gameevents,,false,警報: アーチャーが付近に出現しました。 [2★]
eventAECArcherAssaultWave1_msg_T06,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [2★]
eventAECArcherAssaultWave2_msg_T06,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [2★]
eventAECArcherAssaultWave3_msg_T06,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [2★]
eventAECArcherAssaultWave4_msg_T06,gameevents,,,ウェーブ 4: アーチャーの部隊が接近中です。
eventAECArcherBossSpawn_Hunt_msg_T06,gameevents,,false,ボス警報: アーチャーが出現しました。 [2★]
eventAECArcherWave_Hunt1_msg_T06,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [2★]
eventAECArcherWave_Hunt2_msg_T06,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [2★]
eventAECArcherWave_Hunt3_msg_T06,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [2★]
eventAECArcherWave_Hunt4_msg_T06,gameevents,,false,ウェーブ 4: アーチャーの部隊が接近中です。 [2★]
eventAECArcherWave_Hunt5_msg_T06,gameevents,,false,警報: アーチャーのイベントが開始しました。 [2★]
eventAECArcherWave_Hunt6_msg_T06,gameevents,,false,警報: アーチャーのイベントが開始しました。 [2★]
itemAECArcherContract_100waveschallenge_deadeyegauntlet_T06,,,false,アーチャー 100ウェーブ・チャレンジ 契約 [2★]
itemAECArcherContract_100waveschallenge_deadeyegauntlet_desc_T06,,,false,アーチャーを対象とした100ウェーブ・チャレンジ契約です。ルアーを設置し、全ウェーブを生き延びてください。 [2★]
itemAECArcherHuntContract_T06,,,false,アーチャー ボスハント 契約 [2★]
itemAECArcherHuntContract_desc_T06,,,false,アーチャーを対象としたAEC契約です。ルアーを設置し、指定ウェーブを生き延びてボスを撃破してください。 [2★]
itemAECArcherMinionAssaultContract_T06,,,false,アーチャー ミニオン強襲 契約 [2★]
itemAECArcherMinionAssaultContract_desc_T06,,,false,アーチャーのミニオン部隊を対象とした契約です。ルアーを設置し、指定ウェーブを生き延びてください。 [2★]
questAECArcherEndlessDeadeyeGauntlet_completion_T06,quests,,false,アーチャーに関する契約を完了しました。 [2★]
questAECArcherEndlessDeadeyeGauntlet_description_T06,quests,,false,アーチャーの100ウェーブ・チャレンジです。ルアーを設置し、全ウェーブを生き延びて契約を完了してください。 [2★]
questAECArcherEndlessDeadeyeGauntlet_name_T06,quests,,false,アーチャー 100ウェーブ・チャレンジ [2★]
questAECArcherEndlessDeadeyeGauntlet_offer_T06,quests,,false,アーチャーが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [2★]
questAECArcherEndlessDeadeyeGauntlet_response_T06,quests,,false,AEC 契約を受諾: アーチャー 100ウェーブ・チャレンジ [2★]
questAECArcherEndlessDeadeyeGauntlet_statement_T06,quests,,false,ルアーを設置し、ウェーブを生き延びて アーチャーの任務を完了する。 [2★]
questAECArcherEndlessDeadeyeGauntlet_subtitle_T06,quests,,false,アーチャー AEC 契約 [2★]
questAECArcherHunt_completion_T06,quests,,false,アーチャーに関する契約を完了しました。 [2★]
questAECArcherHunt_description_T06,quests,,false,アーチャーに関するAEC契約です。ラリーを起動してルアーを設置し、指定ウェーブを生き延びた後に目標を撃破してください。 [2★]
questAECArcherHunt_name_T06,quests,,false,アーチャー ボスハント [2★]
questAECArcherHunt_obj_kill_T06,quests,,false,アーチャーを撃破する [2★]
questAECArcherHunt_obj_wave1_T06,quests,,false,ウェーブ 1: 80秒間生き延びる [2★]
questAECArcherHunt_obj_wave2_T06,quests,,false,ウェーブ 2: 80秒間生き延びる [2★]
questAECArcherHunt_obj_wave3_T06,quests,,false,ウェーブ 3: 80秒間生き延びる [2★]
questAECArcherHunt_obj_wave4_T06,quests,,false,ウェーブ 4: 80秒間生き延びる [2★]
questAECArcherHunt_obj_wave5_T06,quests,,false,ウェーブ 5: 80秒間生き延びる [2★]
questAECArcherHunt_obj_wave6_T06,quests,,false,ウェーブ 6: 80秒間生き延びる [2★]
questAECArcherHunt_offer_T06,quests,,false,アーチャーが付近で活動中です。ラリーを起動し、ルアーを設置して契約を開始してください。 [2★]
questAECArcherHunt_response_T06,quests,,false,AEC 契約を受諾: アーチャー ボスハント [2★]
questAECArcherHunt_statement_T06,quests,,false,ルアーを設置し、ウェーブを生き延びて アーチャーの任務を完了する。 [2★]
questAECArcherHunt_subtitle_T06,quests,,false,アーチャー AEC 契約 [2★]
questAECArcherMinionAssault_name_T06,quests,,false,アーチャー ミニオン強襲 [2★]
questAECArcherMinionAssault_obj_wave1_T06,quests,,false,ウェーブ 1: 60秒間生き延びる [2★]
questAECArcherMinionAssault_obj_wave2_T06,quests,,false,ウェーブ 2: 60秒間生き延びる [2★]
questAECArcherMinionAssault_obj_wave3_T06,quests,,false,ウェーブ 3: 60秒間生き延びる [2★]
questAECArcherMinionAssault_obj_wave4_T06,quests,,false,ウェーブ 4: ゾンビを3体倒す [2★]
eventAECArcherArrival_Hunt_msg_T09,gameevents,,false,警報: アーチャーが付近に出現しました。 [3★]
eventAECArcherAssaultArrival_msg_T09,gameevents,,false,警報: アーチャーが付近に出現しました。 [3★]
eventAECArcherAssaultWave1_msg_T09,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [3★]
eventAECArcherAssaultWave2_msg_T09,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [3★]
eventAECArcherAssaultWave3_msg_T09,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [3★]
eventAECArcherAssaultWave4_msg_T09,gameevents,,,ウェーブ 4: アーチャーの部隊が接近中です。
eventAECArcherBossSpawn_Hunt_msg_T09,gameevents,,false,ボス警報: アーチャーが出現しました。 [3★]
eventAECArcherWave_Hunt1_msg_T09,gameevents,,false,ウェーブ 1: アーチャーの部隊が接近中です。 [3★]
eventAECArcherWave_Hunt2_msg_T09,gameevents,,false,ウェーブ 2: アーチャーの部隊が接近中です。 [3★]
eventAECArcherWave_Hunt3_msg_T09,gameevents,,false,ウェーブ 3: アーチャーの部隊が接近中です。 [3★]
eventAECArcherWave_Hunt4_msg_T09,gameevents,,false,ウェーブ 4: アーチャーの部隊が接近中です。 [3★]
eventAECArcherWave_Hunt5_msg_T09,gameevents,,false,警報: アーチャーのイベントが開始しました。 [3★]
eventAECArcherWave_Hunt6_msg_T09,gameevents,,false,警報: アーチャーのイベントが開始しました。 [3★]
itemAECArcherContract_100waveschallenge_deadeyegauntlet_T09,,,false,アーチャー 100ウェーブ・チャレンジ 契約 [3★]
